name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Rivularia	373984	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Rivulariaceae	0.0010	0.0000	0.0020
Chlorogloeopsis	1123	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Chlorogloeopsidaceae	0.0010	0.0020	0.0000
Cyanobacterium	102234	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	0.0100	0.0120	0.0100
Geminocystis	669357	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	0.0090	0.0120	0.0120
Picosynechococcus	3079908	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	0.0030	0.0050	0.0050
Candidatus Atelocyanobacterium	1453359	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	0.0050	0.0150	0.0210
Crocosphaera	263510	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	0.0040	0.0060	0.0090
Rippkaea	2546365	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	0.0030	0.0020	0.0030
Gloeothece	28070	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	0.0020	0.0000	0.0010
Microcystis	1125	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	0.0040	0.0010	0.0010
Euhalothece	65097	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Halothecacae	0.0030	0.0020	0.0050
Halothece	76023	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Halothecacae	0.0000	0.0000	0.0000
Gloeocapsopsis	693222	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	0.0010	0.0000	0.0000
Gloeocapsa	102231	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	0.0010	0.0000	0.0000
Trichodesmium	1205	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	0.0040	0.0160	0.0090
Planktothrix	54304	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	0.0040	0.0020	0.0020
Microcoleus	44471	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	0.0020	0.0000	0.0010
Planktothricoides	132607	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	0.0030	0.0050	0.0120
Oxynema	1492710	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	0.0030	0.0040	0.0080
Phormidium	1198	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	0.0010	0.0000	0.0000
Koinonema	2023214	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	0.0000	0.0000	0.0000
Limnospira	2596745	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	0.0010	0.0010	0.0010
Capilliphycus	2768926	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	0.0010	0.0000	0.0000
Prochlorococcus	1218	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	0.0240	0.0470	0.0320
Cyanobium	167375	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	0.0020	0.0000	0.0000
Parasynechococcus	2881427	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	0.0000	0.0000	0.0000
Synechococcus	1129	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	0.0250	0.0160	0.0100
Synechocystis	1142	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	0.0020	0.0000	0.0010
Altericista	2855430	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales		0.0020	0.0000	0.0000
Leptolyngbya	47251	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	0.0070	0.0020	0.0040
Kovacikia	1874526	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	0.0020	0.0000	0.0000
Leptodesmis	2664261	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	0.0020	0.0000	0.0000
Leptothermofonsia	2917830	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	0.0010	0.0000	0.0000
Trichothermofontia	3045815	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Trichocoleusaceae	0.0010	0.0000	0.0000
Thermosynechococcus	146785	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	0.0050	0.0000	0.0020
Parathermosynechococcus	3161592	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	0.0010	0.0000	0.0000
Acaryochloris	155977	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Acaryochloridaceae	0.0040	0.0000	0.0010
Pseudanabaena	1152	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	0.0080	0.0010	0.0030
Limnothrix	132605	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	0.0010	0.0000	0.0000
Thalassoporum	2799719	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Thalassoporaceae	0.0000	0.0020	0.0000
Pleurocapsa	44474	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	0.0040	0.0040	0.0050
Stanieria	102115	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Dermocarpellaceae	0.0020	0.0010	0.0010
Thermocoleostomius	3065395	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	0.0020	0.0000	0.0000
Egbenema	3079668	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	0.0020	0.0020	0.0000
Thermoleptolyngbya	2303528	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	0.0000	0.0000	0.0000
Crinalium	241421	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Gomontiellales	Gomontiellaceae	0.0020	0.0030	0.0020
Chamaesiphon	217161	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Gomontiellales	Chamaesiphonaceae	0.0010	0.0000	0.0000
Allocoleopsis	2886347	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	0.0020	0.0000	0.0000
Moorena	1155738	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	0.0010	0.0000	0.0010
Chroococcidiopsis	54298	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcidiopsidales	Chroococcidiopsidaceae	0.0030	0.0100	0.0050
Dactylococcopsis	13034	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nodosilineales	Cymatolegaceae	0.0020	0.0000	0.0000
Nodosilinea	1120752	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nodosilineales	Nodosilineaceae	0.0010	0.0000	0.0000
Halomicronema	170610	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nodosilineales	Nodosilineaceae	0.0010	0.0000	0.0000
Gloeomargarita	1188227	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Gloeomargaritales	Gloeomargaritaceae	0.0020	0.0000	0.0010
Gloeobacter	33071	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Gloeobacterales	Gloeobacteraceae	0.0010	0.0000	0.0010
Anthocerotibacter	2857076	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Gloeobacterales	Anthocerotibacteraceae	0.0000	0.0000	0.0000
Desertifilum	1185872	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Desertifilales	Desertifilaceae	0.0010	0.0000	0.0010
Geitlerinema	63132	G	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	0.0070	0.0000	0.0070
Chloroflexus	1107	G	Bacteria	Bacillati	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	0.0010	0.0000	0.0000
Roseiflexus	120961	G	Bacteria	Bacillati	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	0.0000	0.0000	0.0000
Candidatus Chlorohelix	3139173	G	Bacteria	Bacillati	Chloroflexota	Chloroflexia	Candidatus Chloroheliales	Candidatus Chloroheliaceae	0.0010	0.0000	0.0000
Thermobaculum	262406	G	Bacteria	Bacillati	Chloroflexota	Chloroflexia	Candidatus Thermobaculales	Candidatus Thermobaculaceae	0.0000	0.0000	0.0000
Candidatus Leptofilum	3140596	G	Bacteria	Bacillati	Chloroflexota	Ardenticatenia	Candidatus Promineifilales	Candidatus Promineifilaceae	0.0010	0.0000	0.0010
Candidatus Promineifilum	1988031	G	Bacteria	Bacillati	Chloroflexota	Ardenticatenia	Candidatus Promineifilales	Candidatus Promineifilaceae	0.0010	0.0000	0.0010
Pelolinea	1649478	G	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	0.0010	0.0000	0.0000
Candidatus Brevifilum	2019482	G	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	0.0000	0.0000	0.0000
Anaerolinea	233189	G	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	0.0000	0.0000	0.0000
Dehalococcoides	61434	G	Bacteria	Bacillati	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	0.0010	0.0000	0.0000
Dehalogenimonas	670486	G	Bacteria	Bacillati	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	0.0000	0.0000	0.0000
Candidatus Lucifugimonas	3143249	G	Bacteria	Bacillati	Chloroflexota	Dehalococcoidia	Candidatus Lucifugimonadales	Candidatus Lucifugimonadaceae	0.0000	0.0000	0.0000
Thermoflexus	1495649	G	Bacteria	Bacillati	Chloroflexota	Thermoflexia	Thermoflexales	Thermoflexaceae	0.0010	0.0000	0.0000
Phototrophicus	2922426	G	Bacteria	Bacillati	Chloroflexota	Candidatus Thermofontia	Phototrophicales	Phototrophicaceae	0.0000	0.0000	0.0000
Ktedonosporobacter	2692417	G	Bacteria	Bacillati	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonosporobacteraceae	0.0000	0.0000	0.0000
Caldilinea	233191	G	Bacteria	Bacillati	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	0.0000	0.0000	0.0000
Tepidiforma	2682228	G	Bacteria	Bacillati	Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	0.0000	0.0000	0.0000
Capsulimonas	2494209	G	Bacteria	Bacillati	Armatimonadota	Armatimonadia	Capsulimonadales	Capsulimonadaceae	0.0000	0.0000	0.0000
Chthonomonas	1077265	G	Bacteria	Bacillati	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	0.0000	0.0000	0.0000
Vulcanimicrobium	3016049	G	Bacteria	Bacillati	Vulcanimicrobiota	Vulcanimicrobiia	Vulcanimicrobiales	Vulcanimicrobiaceae	0.0000	0.0000	0.0000
Parasaccharibacter	1602345	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	1.9250	0.1910	0.9930
Acetobacter	434	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.6500	0.0400	0.2000
Gluconobacter	441	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.5220	0.0400	0.2110
Komagataeibacter	1434011	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.3220	0.0270	0.1620
Asaia	91914	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.2850	0.0440	0.1230
Neokomagataea	1223423	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.1220	0.0140	0.0270
Aristophania	3027666	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.1140	0.0020	0.0220
Oecophyllibacter	2791118	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0980	0.0080	0.0440
Swingsia	1649499	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0850	0.0010	0.0110
Kozakia	153497	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0750	0.0040	0.0220
Formicincola	2952773	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0400	0.0030	0.0170
Candidatus Kirkpatrickella	3097638	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0360	0.0020	0.0120
Granulibacter	364409	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0330	0.0030	0.0170
Neoasaia	320496	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0330	0.0030	0.0120
Novacetimonas	2919364	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0430	0.0050	0.0180
Entomobacter	2811380	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0200	0.0010	0.0040
Commensalibacter	1079922	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0170	0.0080	0.0100
Nguyenibacter	1519186	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0170	0.0020	0.0120
Lichenicola	2804525	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0140	0.0020	0.0080
Lichenicoccus	2781897	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0130	0.0020	0.0070
Gluconacetobacter	89583	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0120	0.0020	0.0070
Acidibrevibacterium	2603324	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0080	0.0010	0.0040
Rhodopila	1070	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0030	0.0000	0.0010
Rhodovastum	504465	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0020	0.0000	0.0020
Pararoseomonas	2870712	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0.0030	0.0010	0.0030
Roseomonas	125216	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	0.0300	0.0040	0.0190
Sediminicoccus	1706033	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	0.0080	0.0010	0.0040
Roseococcus	35812	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	0.0030	0.0000	0.0020
Dankookia	1940143	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	0.0020	0.0000	0.0010
Muricoccus	3409995	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	0.0020	0.0000	0.0010
Humitalea	1223303	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	0.0010	0.0000	0.0010
Acidocella	50709	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	0.0100	0.0010	0.0050
Acidiphilium	522	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	0.0070	0.0010	0.0030
Acidisoma	512381	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	0.0050	0.0000	0.0020
Elioraea	457933	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Elioraeaceae	0.0020	0.0000	0.0010
Rhizobium	379	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0670	0.0090	0.0380
Agrobacterium	357	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0820	0.0070	0.0340
Pararhizobium	1612611	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0090	0.0010	0.0020
Neorhizobium	1525371	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0070	0.0010	0.0040
Pseudorhizobium	1903858	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0000	0.0000	0.0000
Sinorhizobium	28105	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0140	0.0040	0.0100
Ensifer	106591	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0040	0.0000	0.0020
Shinella	323620	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0090	0.0100	0.0040
Hoeflea	274591	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0070	0.0010	0.0040
Lentilitoribacter	1649463	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0050	0.0060	0.0040
Liberibacter	34019	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0050	0.0080	0.0160
Peteryoungia	2853332	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0020	0.0000	0.0000
Affinirhizobium	3070964	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0020	0.0000	0.0010
Georhizobium	2661800	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0010	0.0000	0.0000
Paenirhizobium	3070963	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0010	0.0000	0.0000
Terrirhizobium	3464117	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0010	0.0000	0.0010
Ciceribacter	1648508	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	0.0000	0.0000	0.0000
Bartonella	773	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	0.1030	0.0390	0.0480
Bradyrhizobium	374	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0720	0.0070	0.0330
Rhodopseudomonas	1073	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0050	0.0000	0.0030
Afipia	1033	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0090	0.0110	0.0130
Tardiphaga	1395974	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0050	0.0000	0.0030
Nitrobacter	911	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0030	0.0000	0.0010
Rugositalea	3466653	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0010	0.0000	0.0000
Variibacter	1649510	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	0.0000	0.0000	0.0000
Mesorhizobium	68287	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0420	0.0150	0.0170
Phyllobacterium	28100	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0110	0.0020	0.0050
Nitratireductor	245876	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0090	0.0010	0.0030
Aminobacter	31988	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0060	0.0010	0.0050
Aquibium	2911176	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0010	0.0000	0.0010
Chelativorans	449972	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0010	0.0000	0.0010
Terribium	3143704	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0000	0.0000	0.0000
Aquamicrobium	69278	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	0.0000	0.0000	0.0000
Roseibium	150830	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	0.0220	0.0040	0.0150
Pseudovibrio	258255	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	0.0080	0.0000	0.0010
Stappia	152161	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	0.0060	0.0050	0.0040
Labrenzia	478070	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	0.0050	0.0000	0.0010
Breoghania	1406135	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	0.0030	0.0000	0.0010
Pannonibacter	227873	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	0.0040	0.0000	0.0030
Brucella	234	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	0.0320	0.0060	0.0090
Ochrobactrum	528	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	0.0040	0.0010	0.0010
Pseudochrobactrum	354349	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	0.0150	0.0000	0.0030
Methylobacterium	407	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	0.0260	0.0030	0.0170
Microvirga	186650	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	0.0060	0.0010	0.0020
Methylorubrum	2282523	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	0.0060	0.0010	0.0040
Devosia	46913	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	0.0200	0.0020	0.0100
Pelagibacterium	1082930	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	0.0070	0.0030	0.0020
Maritalea	623276	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	0.0020	0.0000	0.0000
Mariluticola	3064792	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	0.0010	0.0000	0.0000
Paradevosia	1573407	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	0.0010	0.0000	0.0010
Methylocystis	133	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	0.0110	0.0010	0.0060
Methylosinus	425	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	0.0050	0.0000	0.0010
Hyphomicrobium	81	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	0.0070	0.0000	0.0020
Methyloceanibacter	1484898	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	0.0030	0.0000	0.0000
Methyloligella	1485594	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	0.0020	0.0000	0.0010
Filomicrobium	119044	G	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	0.0010	0.0000	0.0000
