name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Actinomyces marmotae	2737173	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	0.0000	0.0000	0.0000
Arcanobacterium buesumense	2722751	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0010	0.0000	0.0000
Arcanobacterium haemolyticum	28264	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0010	0.0000	0.0000
Arcanobacterium pinnipediorum	1503041	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0010	0.0000	0.0000
Arcanobacterium wilhelmae	1803177	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0010	0.0000	0.0000
Arcanobacterium hippocoleae	149017	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0000	0.0000	0.0000
Arcanobacterium phocae	131112	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0000	0.0000	0.0000
Arcanobacterium phocisimile	1302235	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	0.0000	0.0000	0.0000
Schaalia sp. HMT-172	3059028	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0010	0.0000	0.0000
Schaalia sp. JY-X169	2758572	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0000	0.0000	0.0000
Schaalia odontolytica	1660	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0010	0.0000	0.0000
Schaalia cardiffensis	181487	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0000	0.0000	0.0000
Schaalia meyeri	52773	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0000	0.0000	0.0000
Schaalia turicensis	131111	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0000	0.0000	0.0000
Schaalia radingae	131110	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	0.0000	0.0000	0.0000
Varibaculum prostatecancerukia	2811781	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Varibaculum	0.0020	0.0040	0.0020
Actinotignum urinale	190146	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinotignum	0.0010	0.0020	0.0040
Actinotignum timonense	1870995	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinotignum	0.0000	0.0000	0.0000
Actinotignum schaalii	59505	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinotignum	0.0000	0.0000	0.0000
Gleimia hominis	595468	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Gleimia	0.0010	0.0000	0.0000
Gleimia europaea	66228	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Gleimia	0.0000	0.0000	0.0000
Actinobaculum sp. 313	2495645	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinobaculum	0.0010	0.0000	0.0000
Buchananella felis	3231492	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Buchananella	0.0000	0.0000	0.0010
Scrofimicrobium appendicitidis	3079930	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Scrofimicrobium	0.0000	0.0000	0.0000
Flaviflexus equikiangi	2758573	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Flaviflexus	0.0000	0.0000	0.0000
Mobiluncus curtisii	2051	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Mobiluncus	0.0000	0.0000	0.0000
Changpingibacter yushuensis	2758440	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Changpingibacter	0.0000	0.0080	0.0000
Nanchangia anserum	2692125	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Nanchangia	0.0000	0.0000	0.0000
Winkia neuii	33007	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Winkia	0.0000	0.0000	0.0000
Nonomuraea sp. CA-143628	3239997	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0010	0.0000	0.0000
Nonomuraea sp. CA-141351	3239996	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Nonomuraea sp. NBC_01738	2976003	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Nonomuraea sp. NBC_00507	2976002	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Nonomuraea gerenzanensis	93944	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0010	0.0000	0.0000
Nonomuraea fuscirosea	1291556	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Nonomuraea phyllanthi	2219224	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
[Actinomadura] parvosata	1955412	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Nonomuraea coxensis	404386	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Nonomuraea glycinis	2047744	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0.0000	0.0000	0.0000
Streptosporangium sp. CA-135522	3240072	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	0.0000	0.0000	0.0000
Streptosporangium sp. CA-115845	3240071	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	0.0010	0.0000	0.0000
Streptosporangium sp. 'caverna'	2202249	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	0.0000	0.0060	0.0000
Streptosporangium sandarakinum	1260955	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	0.0000	0.0000	0.0000
Streptosporangium roseum	2001	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	0.0000	0.0000	0.0000
Streptosporangium subroseum	106412	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	0.0000	0.0000	0.0000
Microbispora sp. NBC_01389	2903584	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	0.0010	0.0000	0.0000
Microbispora sp. CA-135349	3239953	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	0.0000	0.0000	0.0000
Microbispora hainanensis	568844	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	0.0000	0.0000	0.0000
Microbispora rosea	58117	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	0.0000	0.0000	0.0000
Microbispora maris	3144104	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	0.0000	0.0000	0.0000
Sphaerisporangium sp. NBC_01403	2903599	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	0.0000	0.0000	0.0000
Microtetraspora malaysiensis	161358	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microtetraspora	0.0000	0.0000	0.0000
Sphaerimonospora sp. CA-214678	3240029	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerimonospora	0.0000	0.0000	0.0000
Actinomadura luteofluorescens	46163	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0010	0.0000	0.0000
Actinomadura sp. WMMB 499	1219491	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura sp. NAK00032	2742128	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura sp. WMMA1423	2591108	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura madurae	1993	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura formosensis	60706	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura nitritigenes	134602	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura graeca	2750812	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura citrea	46158	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Actinomadura verrucosospora	46165	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	0.0000	0.0000	0.0000
Spirillospora sp. CA-128828	3240033	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Spirillospora	0.0010	0.0000	0.0000
Spirillospora sp. CA-294931	3240042	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Spirillospora	0.0000	0.0000	0.0000
Spirillospora sp. NBC_01491	2976007	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Spirillospora	0.0000	0.0000	0.0000
Actinoallomurus sp. CA-150999	3239887	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	0.0000	0.0000	0.0000
Actinoallomurus sp. NBC_01490	2903557	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	0.0000	0.0000	0.0000
Thermomonospora curvata	2020	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Thermomonospora	0.0000	0.0020	0.0030
Thermomonospora amylolytica	1411117	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Thermomonospora	0.0000	0.0000	0.0000
Nocardiopsis dassonvillei	2014	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	0.0000	0.0030	0.0010
Nocardiopsis sp. CA-288880	3239995	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	0.0000	0.0010	0.0000
Nocardiopsis exhalans	163604	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	0.0000	0.0010	0.0000
Nocardiopsis gilva	280236	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	0.0000	0.0000	0.0000
Streptomonospora nanhaiensis	1323731	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Streptomonospora	0.0000	0.0000	0.0000
Streptomonospora litoralis	2498135	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Streptomonospora	0.0000	0.0000	0.0000
Thermobifida alba	53522	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Thermobifida	0.0000	0.0000	0.0000
Candidatus Planktophila dulcis	1884914	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	0.0030	0.0000	0.0000
Candidatus Planktophila lacus	1884913	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	0.0010	0.0000	0.0010
Candidatus Planktophila versatilis	1884905	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	0.0010	0.0000	0.0010
Candidatus Planktophila vernalis	1884907	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	0.0010	0.0080	0.0010
Candidatus Planktophila limnetica	573600	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	0.0000	0.0000	0.0000
Candidatus Planktophila sulfonica	1884904	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	0.0000	0.0000	0.0000
Candidatus Nanopelagicus abundans	1884916	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	0.0030	0.0040	0.0020
Candidatus Nanopelagicus limnae	1884634	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	0.0010	0.0000	0.0000
Geodermatophilus sp. URMC 65	3423417	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	0.0000	0.0000	0.0000
Geodermatophilus sp. DSM 44513	1528104	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	0.0000	0.0000	0.0000
Geodermatophilus sp. URMC 64	3423416	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	0.0000	0.0000	0.0000
Geodermatophilus sp. URMC 63	3423415	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	0.0000	0.0000	0.0000
Geodermatophilus obscurus	1861	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	0.0000	0.0000	0.0000
Blastococcus sp. PRF04-17	2933797	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	0.0000	0.0000	0.0000
Blastococcus sp. HT6-30	3144843	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	0.0000	0.0000	0.0000
Blastococcus saxobsidens	138336	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	0.0000	0.0000	0.0000
Blastococcus brunescens	1564165	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	0.0000	0.0000	0.0000
Modestobacter sp. L9-4	2851567	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter	0.0000	0.0000	0.0000
Modestobacter sp. URMC 112	3423412	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter	0.0000	0.0000	0.0000
Modestobacter italicus	2732864	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter	0.0000	0.0000	0.0000
Georgenia sp. SUBG003	1497974	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Allobogoriellales	Allobogoriellaceae	Georgenia	0.0010	0.0000	0.0000
Georgenia sp. TF02-10	2917725	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Allobogoriellales	Allobogoriellaceae	Georgenia	0.0000	0.0000	0.0000
Georgenia yuyongxinii	2589797	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Allobogoriellales	Allobogoriellaceae	Georgenia	0.0000	0.0000	0.0000
Georgenia faecalis	2483799	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Allobogoriellales	Allobogoriellaceae	Georgenia	0.0000	0.0000	0.0000
Georgenia phoenicis	554103	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Allobogoriellales	Allobogoriellaceae	Georgenia	0.0000	0.0000	0.0000
Georgenia wutianyii	2585135	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Allobogoriellales	Allobogoriellaceae	Georgenia	0.0000	0.0000	0.0000
Jatrophihabitans sp. GAS493	1907575	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	0.0010	0.0000	0.0000
Jatrophihabitans sp. DSM 45814	3448632	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	0.0000	0.0000	0.0000
Jatrophihabitans cynanchi	2944128	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	0.0000	0.0000	0.0000
Jatrophihabitans telluris	2038343	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	0.0000	0.0000	0.0000
Nakamurella multipartita	53461	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	0.0000	0.0000	0.0000
Nakamurella panacisegetis	1090615	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	0.0000	0.0000	0.0000
Nakamurella sp. A5-74	3158264	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	0.0000	0.0000	0.0000
Nakamurella sp. PAMC28650	2762325	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	0.0000	0.0000	0.0000
Nakamurella antarctica	1902245	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	0.0000	0.0000	0.0000
Kineococcus sp. DHX-1	3349638	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	0.0010	0.0000	0.0010
Kineococcus sp. NBC_00420	2903564	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	0.0000	0.0000	0.0000
Kineococcus radiotolerans	131568	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	0.0000	0.0000	0.0000
Angustibacter sp. McL0619	3415676	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Angustibacter	0.0000	0.0000	0.0000
Frankia sp. ArI3	1858	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia	0.0000	0.0000	0.0000
Frankia sp. QA3	710111	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia	0.0000	0.0000	0.0000
Frankia casuarinae	106370	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia	0.0000	0.0000	0.0000
Parafrankia sp. EAN1pec	298653	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Parafrankia	0.0000	0.0000	0.0000
Pseudofrankia inefficax	298654	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Pseudofrankia	0.0000	0.0000	0.0000
Epidermidibacterium keratini	1891644	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Sporichthyales	Sporichthyaceae	Epidermidibacterium	0.0010	0.0000	0.0000
Natronoglycomyces albus	2811108	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Natronoglycomyces	0.0000	0.0000	0.0000
Stackebrandtia nassauensis	283811	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Stackebrandtia	0.0000	0.0000	0.0000
Catenulispora acidiphila	304895	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Catenulisporales	Catenulisporaceae	Catenulispora	0.0000	0.0000	0.0000
Bounagaea algeriensis	1476748	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes			Bounagaea	0.0000	0.0000	0.0000
Jiangella sp. DSM 45060	1798224	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Jiangella	0.0000	0.0000	0.0000
Jiangella alkaliphila	419479	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Jiangella	0.0000	0.0000	0.0000
Actinopolyspora erythraea	414996	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	0.0000	0.0000	0.0000
Acidothermus cellulolyticus	28049	S	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Acidothermales	Acidothermaceae	Acidothermus	0.0000	0.0000	0.0000
Denitrobacterium detoxificans	79604	S	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Denitrobacterium	0.0020	0.0000	0.0000
Eggerthella lenta	84112	S	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	0.0000	0.0000	0.0000
Eggerthella sp. YY7918	502558	S	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	0.0000	0.0000	0.0000
Eggerthella guodeyinii	2690837	S	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	0.0000	0.0000	0.0000
Adlercreutzia equolifaciens	446660	S	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	0.0000	0.0000	0.0000
